,category,text,predicted_category
454,general,coronavirus whats happening canada around world wednesday new month mean fresh set bill canadian family business struggling health financial fallout global coronavirus pandemic here look latest covid19 development across canada united state rest latesta new month mean fresh set bill canadian family business struggling health financial fallout theglobal coronavirus pandemicwith case number rising several province made move recently extend ord 16213 char,name
455,finance,edmontonians launch effort help student cut school food program pandemic edmontonians finding innovative way get food thousand student relied meal school last week vital role played school keeping student fed northeast edmonton became even evident sobeys belmont owner jerry maclachlanlast year droppingoff donationsa portable toast cart rolled classroom teacher 3467 char,name
456,science,new covid19 testing drivethru open moncton coliseum new covid19 assessment centre give horizon health ability increase number test done moncton region new covid19 assessment centre give horizon health ability increase number test done moncton regionthe outdoor drivethru testing centre located amoncton hospital parking lot closed one agrenas 3479 char,name
457,general,unsung hero grocery store worker compensated front line covid19 midst global pandemic group unsung hero beginning get recognition service provide day day operating grocery store midst global pandemic group unsung hero beginning get recognition service provide day day operating grocery storesgrocery store worker across country front line covid 5669 char,name
458,general,saint john considers legal option break nolayoff clause city management saint john looking rarely used area law see break nolayoff clause employee collective agreement event municipality hit covid19 related financial crisis city managementin saint john looking rarely used areaoflaw see itcan break nolayoff clause employee collective agreement event municipality hit covid19 related financial crisisthe labour contract city 2 2414 char,name
459,business,messaging mask evolves winnipeg business making protective gear city homeless last several week canadian public health official said there need face mask arent exhibiting covid19 symptom message starting change though owner wilder good normally spend day making leather product downtown winnipeg studio lately theyve working home making face mask city vulnerable peoplewe didnt know exactly 6177 char,name
460,general,greyjay didnt expect new album relevant greyjays album wholesome prison blue take literal meaning day covid19related physical distancing selfisolation quarantining greyjay also known jordan young wasnt expecting albumwholesome prison bluesto quite relevantthe song album bit nose covid19 pandemic practice physical distancing selfisolation quaranti 2202 char,name
461,general,israel arrest palestinian governor jerusalem ghaiths lawyer say apprehended primarily due palestinian activity related coronavirus outbreak israel arrested palestinian governor jerusalemadnan ghaithover illegal activity put behind bar againthe palestinian authority pa official arrestedby israel least six time last year seven timesin le 18 1577 char,name
462,general,steel vera etches face ottawa fight covid19 vera etches ottawa top doctor le two year shes leading fight one deadly pandemic u ever lived rare city official hold press conference sunday almost never deliver good newsthe march 15 news conference exceptiononly four day ottawa first case covid19 confirmed back 12086 char,name
463,general,physio socializing kid special need face new challenge covid19 working home supervising school work calming kid nerve keeping entertained real challenge many parent covid19 pandemic even harder parent whose child special need working home supervising school work calming kid nerve keeping entertained real challenge many parent covid19 pandemicits even harder parent whose child special needstheir child mi 5272 char,name
464,general,ontario confirms 375 new covid19 case longterm care home grapple death ontario 11 death according cbc tally meanwhile toronto mississauga enforcing physical distancing measure weekend nonessential business construction site shutting saturday night latest covid19 update ontarioulliontario resident receiveemergency alert saturdayto stay home slow covid19 spreadlilist clair oconnor retirement homein torontoreports four patient deathslilipinecrest nursing home reporting two 10914 char,name
465,general,provincial official provide covid19 update 70 workersfrom power service company new brunswick told selfisolate home restoring power maine last week 70 workersfrom power service company new brunswick told selfisolate home restoring power maine past weekthousands resident maine lost power week snow wind storm utility 6170 char,name
466,general,potential mask maker turn mainenb pulp paper company global shortage synthetic cloth material used disinfectant wipe protective mask manufacturer experimenting paper product maine new brunswickbased company fight spread covid 19 virus global shortage synthetic cloth material used disinfectant wipe protective mask manufacturer experimenting paper product maine new brunswickbased company fight spread covid 19 virustwin riv 2826 char,name
467,general,covid19 cause concern construction worker john landry executive director construction association new brunswick estimate 15 per cent member company far shut operation temporarily people new brunswick construction industry watching development covid19 crisis growing alarmjohn landry executive director construction association new brunswick estimate 15 per cent member company te 3575 char,name
468,science,alberta may circumvent health canada gain access covid19 test drug premier say albertans access covid19 test medicine vaccine approved trusted regulator country premier jason kenney say albertans access covid19 test medicine vaccine approved trusted regulator othercountries premier jason kenney sayson monday kenney said product approved european american health regulator available u 5122 char,name
469,general,locking north preston little small community doesnt get wiped canada oldest largest black community people taking action help safeguard hometown ravage covid19 around north preston n province oldest largest black community sign popping people guard covid19there noticeson home senior family babiesandpeople health condition c 4266 char,name
470,general,nb covid19 roundup life cant go back normal epidemiologist say covid19 might verge ofdisappearingin new brunswick doesnt mean life go back normal ontario epidemiologist say covid19 might verge ofdisappearingin new brunswick doesnt mean life go back normal ontario epidemiologist saysthere covid19 casesdetected new brunswick past four day keeping number con 5595 char,name
471,general,someone know prisoner sends plea help dorchester letter aaron daigle say prisoner given hand sanitizer havent able see visitor week guard dont mask glove say feel like he facing death sentence course several collect call prison aaron daigle dictated plea help motherhe spent previous night writing letter asked mother share whomever couldhes afraid safety covi 5163 char,name
472,general,iran urge u free iranian prisoner amid coronavirus pandemic foreign minister zarif accuses u keeping innocent men jailed horrific facility covid19 outbreak iran government urged united state release iranian held u jail sanctionsrelated issue due fear coronavirus outbreakirans foreign minister mohammad javad zarif accused washington holding number iranian 1892 char,name
473,general,whats defined essential service bc fight covid19 bc solicitor general mike farnworth released list essential nonessential service thursday vowed use emergency power keep community safe good moving essential service worker supported province attempt curb th bc public safety minister mike farnworth released list essential nonessential service thursday vowed use emergency power keep community safe good moving essential service worker supported province attempt cu 20182 char,name
474,general,u governor citing white house inaction turn china south korea testing supply chorus governor party pushed back hard u president donald trump accused democrat playing dangerous political game insisting shortage test coronavirus governor countered white hou chorus governor party pushed back hard u president donald trump accused democrat playing dangerous political game insisting shortage test coronavirus governor countered white hou 6347 char,name
475,general,two people chathamkent test positive covid19 two people tested positive covid19 chathamkent health official said friday two people tested positive covid19 chathamkent health official said fridayboth individual male aged 40 45yearsold according chathamkent public health ckpcofficials reaching close contact men 684 char,name
476,general,one lonely clapper vancouver west end sparked 7 pm healthcare worker salute rory richards life city densely populated west end thought perfect place start appreciation movement spread across province first night rory richards applauded healthcare worker vancouver apartment window neighbour actually shut theirsrichards mom twin toddler life city denselypopulated west end neighbourhoodwanted show h 3590 char,name
477,general,covid19 isolation booze dangerous mix health expert think liquor store sale increased across country march shopper stocked wait covid19 outbreak addiction expert warning potentially risky mix packed liquor cabinet stress anxiety day week stuck long line shopper many wearing mask standing two metre apartis worth risk community interaction deadly pandemic load boozethe answer many canadian would seem yesas sale grocery 11970 char,name
478,general,need know covid19 bc april 17 2020 british columbians promised clearer picture impact province approach covid19 pandemic release new statistical model friday morning latestulliprovincial official give update bcs covid19 modelling 11 ptlilithe latest number expected around 3 pm ptlilias thursday afternoonbc confirmed 1575 case covid19lili78peop 3012 char,name
479,general,maxine water blast trump handling coronavirus outbreak democratic congresswoman called mr trump failure said ignorance incompetence appalling washington democratic congresswoman maxine water california lambasted president trump handling coronavirus outbreak calling failure pushing use authority defense production act procure personal p 3060 char,name
480,finance,california give 500 aid undocumented immigrant together governor gavin newsom said california become first state give financial aid undocumented worker impacted coronavirus pandemic governor gavin newsom announced wednesday state give 500 undocumented immigrant state eligible 2223 char,name
481,general,select nyu med student allowed join coronavirus fight hand deck according new york governor also called upon former qualified health care worker help become ill coronavirus outbreak infected least 61000 people u claimed 800 life one new york city medical school made unprecedented move aid battle pandemiclocated epicenter outbreak 2251 char,name
482,science,fda approves first athome coronavirus test test kit cost 119 expected available consumer state within week food drug administration announced tuesday approved first authorized athome coronavirus test test made available first health care worker first responder expected go sale consumer state 1840 char,name
483,general,6weekold baby coronavirus dy connecticut governor ned lamont said believe one youngest life lost anywhere covid19 6weekold baby tested positive forthe coronavirusdied last week connecticut governor ned lamont confirmed death wednesday said likely one youngest death disease anywhereit heartbreaking sadne 2819 char,name
484,general,nyc med student allowed join coronavirus fight hand deck according new york governor also called upon former qualified health care worker help become ill number confirmedcoronaviruscases u 165000 people 3100 people died nationwide least three new york city medical school made unprecedented move aid battle pandemiclo 3520 char,name
485,general,police ask lead disappearance lewis carole accused involvement husband disappearance series rumor vehemently denies warning article contains spoiler tiger king murder mayhem madnessnetflixs new bingeworthy documentary series tiger king murder mayhem madness expose eccentric world big cat breeding amid wild twist tu 3610 char,name
486,general,body pile street ecuador coronavirus spread resident gone far pleading authority social medium help pick caution reader may find detail image story disturbingthe novel coronavirus ravaged coastal ecuadorian city guayaquil struggled cope number corps hospital morgue funeral parlor 3058 char,name
487,general,people applying foster pet amid outbreak social distancing lonely many american found perfect solution fostering pet need seems people around country arent stocking toilet paper frozen food amid coronavirus pandemic many also taking home new foster pet animal rescue organization reporting large uptick interested foster parent th 3617 char,name
488,general,nurse protest lack ppe 15 hospital nationwide infected one safe kim smith registered nurse texas said news release announcing protest nurse holding protest 15 hospital six state week say lack preparedness hca healthcare major hospital chain united state national nurse united one largest nurse union country 4615 char,name
489,general,wisconsin hold inperson primary voting amid coronavirus voter said prepared spend hour line voter lined poll hour opened wisconsin tuesday despite state stayathome order aimed stopping spread coronavirus many voter seen wearing mask practicing social distancing cbs milwaukee affiliate wd 4173 char,name
490,general,chicago cop dy coronavirus take toll force nationwide department across country struggle fill sick officer seeing death within rank highly decorated chicago police officer died coronavirus becoming department first virusrelated death police across country grapple pandemic chicago mayor lori lightfoot thursday announced death 50yearold marco di 4769 char,name
491,general,lupus patient struggle get vital drug trump comment hydroxychloroquine approved treat coronavirus nation top infectious disease expert say evidence effective one drug president trump touted potential game changer treat covid19 vital medication patient withlupus however drug hydroxychloroquine clinically tested approved treat coronavirus nation 5640 char,name
492,general,global surge domestic violence since coronavirus lockdown un chief call government step prosecution abuser set emergencywarning system pharmacy un secretary general antonio guterres warned horrifying global surge domestic violence coronavirus crisis urged government step effort prevent violence womenwe know lockdown quarantine essential sup 1646 char,name
493,general,nurse plan protest 15 hospital lack preparedness infected one safe kim smith registered nurse texas said news release announcing protest nurse planning protest 15 hospital six state week say lack preparedness hca healthcare major hospital chain united state national nurse united one largest nurse union country 4616 char,name
494,general,spike hate crime asian american speaking tv personality jeannie mai opened getting antiasian comment social medium embarrassed wasnt saw headline people got angry time people staying inside fearing thing coronavirus one group fearing safety outside world something else racismone group california documenting hate crime discrimination targeting 5603 char,name
495,business,mcdonalds apologizes restaurant china ban black customer african american resident guangzhou facing increased xenophobia forced u consulate issue travel warning mcdonalds restaurant china come fire accused banning black customer entering sign guangzhou eatery read black people allowed enter restaurant circulating social medi 4279 char,name
496,general,home health care worker care vulnerable ppe state fighting get ppe hospital emergency personnel many home health care worker agency care 83 million people u left fend coronavirus outbreak continues flood hospital u government business community rallied provide overburdened emergency care staff personal protective equipment ppe 32 million home health ca 11836 char,name
497,general,2020 daily trail marker warren endorses biden biden support major candidate ran primary joe biden public support major candidate ran democratic nomination reportscbs news campaign reporter zak hudak elizabeth warren wednesday morning announced endorsement biden president video 12278 char,name
498,general,wisconsinite brave coronavirus fear long line vote voter said prepared spend hour line voter around wisconsin traveled poll tuesday middle coronavirus pandemic tuesday voting come day legal battle challenge election state leader declining take action move election day 7198 char,name
499,general,health care worker share face bruised protective gear feel broken start one doctor wrote selfies exhausted face bruised creased goggles mask posted social medium nurse doctor around world many dark circle eye clear weariness expressionhealth care professional 7984 char,name
500,general,2020 daily trail marker bernie sander suspends campaign told supporter today congratulate joe biden decent man victory bernie sander ended campaign president morning reportscbs news campaign reporter cara korte today announcing suspension active campaigning congratulate joe biden decent man victory said addressing supp 24485 char,name
501,general,amazon fire worker organized warehouse walkout targeted retaliation assistant manager christian small told cbs moneywatch amazon say otherwise amazon warehouse assistant manager organized walkout company staten island new york facility firedchris small lost job monday helping lead protest worker claim company lack precauti 3487 char,name
502,general,time lax say who regional director government must let guard fight coronavirus may come surging back official warns world health organization warned rushing ease coronavirus restriction likely lead resurgence contagion government start rolling plan get economy running againthis time lax instead need 2348 char,name
503,general,four season offer new york city medical worker free room news come many health care professional say scared go work safety safety family member could potentially infect doctor nurse medical professional frontline coronavirus pandemic new york city may longer need worry long commute potentially infecting family governor andrew cuomo announced wednesday four sea 2577 char,name
504,business,private survey show china manufacturing activity expanded slightly march result private survey released wednesday showed china manufacturing activity 501 march factory began come online amid coronavirus outbreak result private survey released wednesday showed chinasmanufacturing activity expanded slightlyin march factory began come online amid coronavirus outbreakthe caixinmarkit manufacturing purchasing manager index march 501a 1906 char,name
505,general,oped u win postcoronavirus race global dominance beijing could still leverage firstmover advantage alongside faster economic recovery across asian market accelerating trend toward chinesecentric globalization writes fred kempe place bet coming race growthit epic contest among world significant economy generational geopolitical consequence context think back united state accomplished world war ii 6658 char,name
506,business,nan,name
507,tech,facebook join youtube netflix reducing video quality europe amid virus pandemic facebook reducing video streaming quality europe avoid straining internet people forced stay home facebook reducing video streaming quality europe avoid straining internet people forced stay home due coronavirus pandemicthe company said would temporarily lower socalled bit rate measure much data 993 char,name
508,tech,coronavirus fraudsters prey fear confusion fake product email scam fbi warning phishing email related charitable contribution general financial relief airline refund fake cure testing kit vaccine authentic looking email world health organization isnt real rather clever spam meant steal personal informationcallers claiming medicaid medicarerepresentatives offering socalled free covid19 test long 5545 char,name
509,tech,7 telemedicine service offering free health care coronavirus pandemic many 92 million worker risk losing employerprovided health insurance according latest estimate economic policy institute help fill gap several telemedicine company offering checkup service past month staggering 22 million american filed unemployment city state around country continue order american shelter place attempt mitigate public health effect coronavirusin u unempl 4533 char,name
510,general,disease hunter developed novel technique tracking pandemic 911 lost funding right covid19 nearly two decade ago 911 spurred government invest fighting bioterrorism group disease expert figured track pandemic using data emergency room technique called syndromic surveillance covid19 coro dr farzad mostashari presenting syndromic surveillancewhen dr farzad mostashari assistant commissioner new york city department health early 2000s something unprecedentedto keep tab spread disease 20788 char,name
511,general,rising number death home nypd detective fighting invisible bullet coronavirus ravage city new york police department detective responding significant rise call home death reported increase one detective called overwhelming dea mourns loss detective jack polimeni another hero blue taken soon covid19 23year veteran jack exemplified mean one greatest detective world prayer wife family 107 char,name
512,general,anguish sri lanka force muslim cremate covid19 victim right group activist accuse govt forcing cremation muslim covid19 victim disregard guideline forced cremation two covid19 infected muslim sri lanka sent shock wave among minority community accused authority violating islamic burial ritesbishrul hafi mohammed joonus a73year old man capital colombo 5372 char,name
513,general,dont work dont eat informal worker face stark choice africa largest megacity shuts nigeria africa populous country became latest country continent impose 14day lockdown major state daily wage earner complaining hunger february 29th 2020 federal government identified 10695360 individual 35 state across country poorest vulnerable nigerian crisis covid19 pandemic president mbuhari directed fmhdsd look 91 char,name
514,general,tweeted symptom coronavirus diagnosis problem husband say put ventilator four day ago david lat tweeting coronavirus symptom difficulty getting diagnosed fyi confirmed case covid19 aka coronavirus interacted person 223 cite fact get automatically tested otherwise might go ridiculous effort order david lat davidlat 15 char,name
515,general,stuck home craving girl scout cooky order online u responsible selfdistancing home there lot miss world restaurant movie theater girl scout cooky interrupting scrolling covid19 news sweet announcement buy girl scout cooky online order shipped dooror donate em comfort first responder frontline worker local cause need httpstco 54 char,name
516,general,woke couldnt taste smell possible early sign coronavirus doctor reported anecdotally losing ability smell may among coronaviruss symptom widespread long might last unclear im making thread lost sense smell taste due covid19 thing ive found helpful unnerving miserable symptom know ive spent last two week frantically googling hope useful yo 66 char,name
517,general,kiefer sutherland remembers mom shirley douglas kiefer sutherland paid tribute mom actress shirley douglas died weekend sutherland said cnnkiefer sutherland paid tribute mom actress shirley douglas died weekend sutherland said early morning mother shirley douglas passed away due complication surrounding pneumonia related covid19 sutherland 650 char,name
518,general,driver killed attack vehicle carrying coronavirus sample myanmar world health organization vehicle carrying coronavirus test sample came fire myanmar attack killed driver seriously injured government official un said tuesday cnna world health organization vehicle carrying coronavirus test sample came fire myanmar attack killed driver seriously injured government official un said tuesdaythe attack happened monday minbya count 885 char,name
519,general,coronavirus training text message company keeping worker informed marcela sapone decision expand company food essential delivery coronavirus pandemic didnt come without careful consideration thousand worker cnn businessfor marcela sapone decision expand company food essential delivery coronavirus pandemic didnt come without careful consideration thousand workersfor past three year hello alfred partner 3542 char,name
520,general,florida sheriff getting 6 tip day 1997 tiger king disappearance florida sheriff using hype surrounding wildly popular netflix series tiger king murder mayhem madness seek new lead case jack donald lewis who missing since 1997 cnna florida sheriff using hype surrounding wildly popular netflix series tiger king murder mayhem madness seek new lead case jack donald lewis who missing since 1997lewis married big cat rescue owner 1552 char,name
521,finance,uber lyft promised financial assistance driver helping vulnerable full week since nicole knesek driver uber lyft carmichael california attempted apply paid coronanvirus leave ridehailing company cnn businessits full week since nicole knesek driver uberuber lyft lyftin carmichael california attempted apply paid coronanvirus leave ridehailing company knesek 36 doesnt coronavirus imm 6912 char,name
522,general,chronic global shortage coronavirus protective gear who chief say shipped almost two million individual item personal protective equipment 74 country dire lack protective gear health worker battling covid19 pandemic one pressing threat fight prevent death world health organization warnedthe chronic global shortage personal protective equipment 2204 char,name
523,general,new york city police department lost 29 member covid19 new york police department said lost another member covid19 bringing total number virusrelated nypd death 29 cnnthe new york police department said lost another member covid19 bringing total number virusrelated nypd death 29im saddened announce passing another beloved member nypd family traffic enforcement agent jason 2126 char,name
524,general,coronavirushit country asking cuba medical help u opposed cuba sending doctor country struggling coronavirus dont accept help u state department say havana cnncuba offering send doctor country struggling coronavirus dont accept help u state department saysas health care system around world strained point collapse cuban health care briga 4804 char,name
525,general,rebelheld syria brace coronavirus tsunami without soap running water prospect social distancing everything fatima um ali need protect family novel coronavirus reach running water soap expensive hand sanitizer unaffordable luxury cannot even imagine social distancing fami idlib syria cnneverything fatima um ali need protect family novel coronavirus reach running water soap expensive hand sanitizer unaffordable luxury shecannot even imagine social dista 7296 char,name
526,general,covid19 culprit u pangolin robert f breiman writes preliminary indication pangolin served intermediate host covid19 pangolin could talk would claim responsibility outbreak associated culprit u dr robert breiman professor infectious disease director global health institute emory university joining emory based bangladesh kenya center disease control prevention led investigation 5182 char,name
527,general,holyoke soldier home site deadly outbreak dealt systemic issue year staffer union say two employee holyoke soldier home massachusetts told cnn felt home woefully unprepared coronavirus outbreak part due longstanding systemic issue like short staffing cnntwo employee holyoke soldier home massachusetts told cnn felt home woefully unprepared coronavirus outbreak part due longstanding systemic issue like short staffingadditionally according employee 6792 char,name
528,general,13000 stranded american struggle find way home pandemic surge state department arranges flight bring back american stuck abroad border closure flight cancellation due coronavirus pandemic many citizen family tell cnn still struggling get clear answer washington cnnas state department arranges flight bring back american stuck abroad border closure flight cancellation due coronavirus pandemic many citizen family tell cnn still struggling get clea 9085 char,name
529,general,factcheck trump say state arent jeopardy virus denies saying would go away april president donald trump made yet another series inaccurate misleading claim coronavirus briefing friday washington cnnpresident donald trump made yet another series inaccurate misleading claim coronavirus briefing fridayhe incorrectly asserted state jeopardy virus incorrectly suggested february claim 11234 char,name
530,tech,google duo group video limit rise 12 people right time many u cooped home prevent spread coronavirus video call become rare lifeline friend family end google updated popular duo chat app increasing group video user limit eight 12 grateful duo helping user see loved one around world recognize group calling particularly critical right increased group calling 8 participant 12 effective today come allinthistogethercov 797 char,name
531,general,attack vehicle killed myanmar driver condemned humanitarian group urge military rebel heed un call global ceasefire amid coronavirus emergency top official theworld health organization aid group condemned attack team killed driver helping transport coronavirus test myanmar troubled rakhine statewho directorgeneraltedros adhanom ghebrey 2800 char,name
532,tech,china reportedly spread covid19 misinformation report new york time claim chinese operative helped spread false covid19 information via text social medium across u according u intelligence official chinese operative amplified disinformation national lockdown text message rumor national quarantine fake national lockdown cdcgov continue post latest guidance covid19 coronavirus nsc whnsc march 16 2020two six american official nyt spoke 1117 char,name
533,tech,twitter rushing verify health expert twitter making good promise verify health expert since company said would expand verification two week ago 1000 account received coveted blue checkmark according company spokesperson accoun despite push verification remains opaque process twitter support page list verification program hold case since 2017 recent guidance health official somewhat vaguethe company said health exp 3946 char,name
534,general,kathy griffin hospitalized unbearably painful symptom kathy griffin hospitalized unbearably painful symptom top headline 2nd story link related story politician jockeying covid19 test find proximity trump fastest route biggest bailout history whats full text checking hospital unbearably painful symptom comedian kathy griffin spoken donald trump response coronavirus outbreakin quote tweet replying president griffin accused trump lying many co 1412 char,name
535,general,coronavirus shortage come focus ventilator operator critical drug hospital health care worker worried run short personnel drug needed use ventilator criticallyill covid19 patient state sound alarm lack ventilator help hospitalized novel coronavirus patient including plea 30000 machine new york state alone expert warned even equipment arrives facility could face shortage hea 7989 char,name
536,general,indian country face higher risk lack resource covid19 fight number covid19 case navajo nation climb expert say theyre concerned high risk transmission indian country death toll coronavirus rise navajo nation expert closest crisis tragically finding least surprisedmore conversation circled back warning laid nearly decade ago center disea 9712 char,name
537,finance,harvard revers course say wont accept 9 million stimulus fund president donald trump said pleased harvard decision immense pressure lawmaker president others harvard university announced wednesday accepting bailout fund part 2 trillion care actharvard initially made headline receiving nearly 9 million stimu 7279 char,name
538,general,athome coronavirus test kit arent hand consumer health care company across country mobilizing resource meet growing demand directtoconsumer kit government health care official plead expanded access highspeed covid19 test health care company across country began mobilizing resource meet growing demand directtoconsumer kitsthe benefit kit coul 9132 char,name
539,general,covid19 killing black community disproportionately expert weigh fix coronavirus disproportionately killing black community here expert say done coronavirus continues rip nation leaving behind thousand victim path black community infected resident killed disproportionate rate across country according several state analysis dat 13415 char,name
540,general,idaho activist arrested refusing leave playground antivaccine activist arrested idaho tuesday repeatedly refusing leave playground closed coronavirus pandemic boise idaho antivaccine activist arrested idaho repeatedly refused order police leave playground closed coronavirus pandemic sara brady affiliated two group sponsored pro 2986 char,name
541,tech,conspiracy theorist burn 5g tower claiming link virus conspiracy theory linking new 5g mobile network coronavirus pandemic fueling arson attack cell tower europe london cctv footage dutch business park show man black cap pouring content white container base cellular radio tower flame burst man jog back toyota flee eveningits scene 5223 char,name
542,tech,conspiracy theorist burn 5g tower claiming link virus conspiracy theory linking new 5g mobile network coronavirus pandemic fueling arson attack cell tower europe london cctv footage dutch business park show man black cap pouring content white container base cellular radio tower flame burst man jog back toyota flee eveningits scene 5223 char,name
543,science,warns malaria death africa could double amid pandemic top health official urge country ensure essential malaria prevention work continues coronavirus pandemic world health organisation warned number death caused malaria subsaharan africa could double 769000 effort tackle disease face disruption coronavirus pandemicas thursday region registered 3200 char,name
544,science,malaria drug promise coronavirus spur hope shortage excitement treating new coronavirus malaria drug raising hope including president donald trump excitement treating new coronavirus malaria drug raising hope including president donald trump evidence may help thin run drug complicating access people need rheumatoid arthri 6402 char,name
545,business,coronavirus economic update opec ally reach historic deal cut oil production coronavirus economic update opec ally reach historic deal cut oil production gocom coronavirus pandemic quickly evolved health care crisis financial one shuttering business upending industry sending financial market reelingheres latest news covid19 crisis affecting economy 1376 char,name
546,general,pandemic halt australian cricket wedding season zampa swepson jonassen tye among postpone big day espncricinfocom since time immemorial april wedding season australia cricketer end season winter chill take full effectthis year however tally delayed wedding provides yet another measure toll covid1 3384 char,name
547,general,ipl dayday limbo cummins eye australian summer australia vicecaptain belief international cricket take precedence ipl travel restriction lifted worldwide getty imagespat cummins au317 million contract kolkata knight rider may enough reason want year ipl go ahead australian vicecaptain admitted international cricket take priority world ri 4794 char,name
548,finance,oil plunge 306 day u crude descends negative territory technical crash nobody selling brace highly volatile trading week calgary north american oil trader witnessed total historic collapse negative territory west texas intermediate oil price monday braced extreme volatility rest week commodity reacts weakening global demand 5745 char,name
549,tech,nan,name
550,general,another close call christina stanton brush 911 covid19 two variety evil world say theologian one moral evil like 911 terror attack caused human agent natural evil kind human intent sort plague like coronavirus existing th two variety evil world say theologian one moral evil like 911 terror attack caused human agent natural evil kind human intent sort plague like coronavirus existing th 1158 char,name
551,general,china us american medium push coronavirus propaganda war word continues another day another dig time prominent chinese official using article written american medium fuel beijing propaganda machine titfortat two superpower escalated monday covid19s origin whic anotherday another digthis time prominentchinese official using article written american medium fuel beijing propaganda machine titfortat two superpower escalated monday covid19s origin whi 1723 char,name
552,tech,nan,name
553,general,sean penn partner los angeles coronavirus drivethrough testing location sean penn teamed city los angeles bring popup coronavirus testing location area sean penn teamed city los angeles bring popup coronavirus testing location areathe actor 59 praised los angeles deputy mayor jeff gorell tuesday effort helping community time ne 1278 char,name
554,tech,james comey say he unsure use twitter amid virus outbreak share social distance selfie former fbi director james comey expressed he unsure use twitter country tackle crisis brought upon coronavirus outbreak get latest news coronavirus delivered daily inboxsign hereformer fbi director james comey expressed he unsure use twitter country tackle crisis brought upon coronavirus outbreakcome 1211 char,name
555,finance,un ambassador craft back funding pause say agency lack trust transparency un ambassador kelly craft friday backed president trump decision pause funding world health organization accusing un agency lacking trust transparency needed world grapple coronavirus pandemic get latest news coronavirus delivered daily inboxsign hereun ambassador kelly craft friday backed president trump decision pause funding world health organization accusing un agency lacking 3120 char,name
556,general,prince louis show support uk health care worker adorable new photo shared ahead 2nd birthday royal family getting ready celebrate special day get latest news coronavirus delivered daily inboxsign herethe royal family getting ready celebrate special dayprince louis youngest child prince william duchess kate middleton turn 2 year old 1602 char,name
557,general,coronavirus force 16 percent fdny member call sick official say almost 165 percent fdny member sick tuesday number infected coronavirus within department surged 282 almost 165 percent fdny member sick tuesday number infected coronavirus within department surged 282out 17000 fdny member 2800 sick 23 percent em worker 16 percent firefighter 1425 char,name
558,general,kathy griffin slam trump coronavirus testing claim hospital check painful symptom trumpbashing comedian kathy griffin wednesday accusing president lying availability coronavirus testing get latest news coronavirus delivered daily inboxsign heretrumpbashing comediankathy griffin wednesday accusing president lying availability coronavirus testingthe 59yearold ente 1468 char,name
559,general,matthew mcconaughey wife camila donate 80k face mask coronavirus firstresponders texas louisiana texas native matthew mcconaughey wife camila donated 80000 face mask coronavirus first responder texas louisiana according report get latest news oncoronavirusand delivered daily inboxsign heretexas native matthew mcconaughey wife camila donated 80000 face mask coronavirus first responder texas louisiana officialssaidthe couple 1396 char,name
560,tech,twitter taunt trump biden wonderful warm phone call president donald trump former vice president joe biden wonderful warm conversation nation coronavirus response monday afternoon president donald trump former vice president joe biden wonderful warm conversation nation coronavirus response monday afternoon president said press briefingwe really wonderful warm conversation trump said 2828 char,name
561,general,india join coronavirus lockdown warns u live update india 21day lockdown warns us escalating outbreak could become next global epicentre covid19 india 13 billion people joined global lockdown triggered coronavirus world health organization expressed concern acceleration pandemic united state italy recorded another large increase death 2595 char,name
562,tech,rachael bovard coronavirus reveals big tech unchecked scary power life become clear unchecked big tech power really get latest news coronavirus delivered daily inboxsign herethe coronavirus continues reveal reliant tech company keep u connected simultaneously unmasking much power whi 5180 char,name
563,general,cnns april ryan asks protester stayathome guideline decline medical care get coronavirus cnn political analyst april ryan raised eyebrow monday asking people protest stayathome mandate forced decline medical attention test positive coronavirus cnn political analyst april ryan raised eyebrow monday asking people protest stayathome mandate forced decline medical attention test positive coronavirusshould stayathome protestors endanger american 2031 char,name
564,general,lululemon apologizes art director promotes bat fried rice tshirt coronavirus fitness apparel brand lululemon apologizing according report senior staffer online promoting tshirt design bat fried rice coronavirus pandemic get latest news oncoronavirusand delivered daily inboxsign herefitness apparel brand lululemon apologizing senior staffer promoteda tshirt design bat fried rice coronavirus pandemicsenior global 2015 char,name
565,general,courteney cox call end illegal wildlife trade caused coronavirus courteney cox urging citizen around world help put end illegal wildlife trade say caused coronavirus pandemic get latest news coronavirus delivered daily inboxsign herecourteney cox urging citizen around world help put end illegal wildlife trade say caused coronavirus pandemicthe fr 1997 char,name
566,business,georgia governor charge forward reopening business despite trump opposition georgia gov brian kemp announced twitter thursday state would allowing certain business reopen limited operation light encouraging data concerning novel coronavirus get latest news coronavirus delivered daily inboxsign heregeorgia gov brian kemp announced twitter thursday state would allowing certain business reopen limited operation light encouraging da 1889 char,name
567,general,prince george louis princess charlotte clap health care worker fighting coronavirus sweet video prince george louis princess charlotte showing appreciation healthcare worker fighting coronavirus prince george andlouis andprincess charlotte showing appreciation health care worker fighting coronavirusin instagram video shared kensington palace official account thursday three young royal whose parent pri 2571 char,name
568,general,babyface reveals family tested positive coronavirus incredibly scary thing kenneth babyface edmonds revealed family tested positive coronavirus get latest news coronavirus delivered daily inboxsign herekennethbabyface edmondshas revealed family tested positive coronavirusthe grammywinner celebrated 61st birthday friday 1856 char,name
